codigo_troquel;cilindro;repeat_in;repeat_mm;ancho_mm;largo_mm;ancho_in;largo_in;gap_ancho;gap_avance;ancho_banda;precorte_integrado;cavidades_ancho;cavidades_avance;forma;esquinas;precorte_entre_cavidades;familia_troquel
TRO_TEMP10;75;9.375;0.0;0.0;0.0;3.38;3.0;0.125;0.125;8.63;NO;2;3;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP11;65;8.125;0.0;0.0;0.0;1.23;1.23;0.125;0.125;5.0;NO;3;6;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP12;72;9.0;0.0;0.0;0.0;1.22;0.87;0.125;0.13;5.0;NO;3;9;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP13;82;10.25;0.0;0.0;0.0;3.93;3.28;0.125;0.136;10.0;NO;2;3;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP14;76;9.5;0.0;0.0;0.0;1.77;1.77;0.125;0.13;7.0;NO;3;5;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP15;99;12.375;0.0;0.0;0.0;6.0;4.0;0.125;0.125;8.63;NO;1;3;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP16;72;9.0;0.0;0.0;0.0;0.63;0.63;0.125;0.12;8.63;NO;10;12;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP17;75;9.375;0.0;0.0;0.0;1.5;0.5;0.125;0.125;10.0;NO;6;15;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP18;72;9.0;0.0;0.0;0.0;1.0;0.75;0.125;0.15;9.0;NO;6;10;Especial;Especial;;TROQUEL TEMPORAL
TRO_TEMP19;76;3.0;0.0;0.0;0.0;1.77;1.77;0.125;0.13;0.0;;3;5;Circular;NO;NO;TROQUELES FLEXIBLES CIRCULARES
TRO_TEMP20;65;1.0;0.0;0.0;0.0;3.93;2.36;0.125;0.346;0.0;;1;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP21;82;3.0;0.0;0.0;0.0;2.37;1.58;0.125;0.128;0.0;;3;6;;;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP22;65;1.0;0.0;0.0;0.0;3.94;2.36;0.125;0.346;0.0;;1;3;;;NO;TROQUELES PLANOS
TRO_TEMP23;69;2.0;0.0;0.0;0.0;3.35;4.13;0.125;0.183;0.0;;2;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-487-;88;11.0;279.4;82.59;276.35;3.252;10.88;0.125;0.125;4.0;NO;1;1;Rectangu;Rectas;;
TPL-710;99;12.375;314.325;79.0;152.0;3.11;5.984;0.125;0.197;10.0;NO;2;2;Rectangu;Redondas;NO;
TPL-712;76;9.5;241.3;22.0;45.0;0.866;1.772;0.125;0.13;10.0;NO;9;5;Especial;Especial;;
TPL-713;65;8.125;206.375;30.0;22.0;1.181;0.866;0.125;0.156;5.0;NO;3;8;Rectangu;Redondas;;
TPL-714;65;8.125;206.375;28.7;17.0;1.13;0.669;0.125;0.143;10.0;NO;7;10;Rectangu;Redondas;;
TPL-717;72;9.0;228.6;39.89;29.98;1.57;1.18;0.125;0.32;10.0;NO;2;6;Rectas;Rectas;;
TPL-718;65;8.125;206.375;65.0;65.0;2.559;2.559;0.125;0.148;10.0;NO;3;3;Rectangu;Redondas;;
TPL-719;74;9.25;234.95;80.0;75.0;3.15;2.953;0.125;0.133;10.0;NO;2;3;Rectangu;Redondas;;
TPL-720;114;14.25;361.95;177.8;114.29;7.0;4.5;0.125;0.125;10.0;NO;2;2;Rectangu;Redondas;;
TPL-721;72;9.0;228.6;88.9;25.4;3.5;1.0;0.125;0.125;10.0;NO;2;8;Rectangu;Redondas;;
TPL-722;65;8.125;206.375;85.0;100.0;3.346;3.937;0.125;0.125;10.0;NO;2;2;Rectas;Rectas;;
TPL-723;75;9.375;238.125;85.85;76.2;3.38;3.0;0.125;0.125;10.0;NO;2;3;Redondas;Redondas;;
TPL-724;65;8.125;206.375;31.0;31.0;1.22;1.22;0.125;0.125;10.0;NO;3;6;Redondas;Redondas;;
TPL-725;72;9.0;228.6;31.0;22.0;1.22;0.866;0.125;0.13;10.0;NO;3;9;Redondas;Redondas;;
TPL-726;68;8.5;215.9;40.0;40.0;1.575;1.575;0.125;0.13;5.0;NO;5;5;Redondas;Redondas;NO;
TPL-727;98;12.25;311.15;2.5;10.0;0.098;0.394;0.125;0.143;10.0;NO;8;3;Redondas;Redondas;;
TPL-728;82;10.25;260.35;100.0;83.31;3.937;3.28;0.125;0.136;10.0;NO;2;3;Especial;Especial;;
TPL-729;72;9.0;228.6;70.0;110.0;2.756;4.331;0.125;0.162;4.0;NO;1;2;Redondas;Redondas;;
TPL-730;75;9.375;238.125;38.1;12.7;1.5;0.5;0.125;0.125;10.0;NO;6;15;Redondas;Redondas;;
TPL-731;72;9.0;228.6;16.0;16.0;0.63;0.63;0.125;0.12;8.625;NO;10;12;Especial;Especial;NO;TROQUELES PLANOS
TPL-732;72;9.0;228.6;25.4;19.05;1.0;0.75;0.125;0.15;8.625;NO;6;10;Redondas;Redondas;;
TPL-733;98;12.25;311.15;31.75;152.4;1.25;6.0;0.125;0.125;8.625;NO;6;2;Redondas;Redondas;;
TPL-734;65;8.125;206.375;0.0;0.0;3.937;2.362;0.125;0.346;7.0;NO;1;3;Redondas;Redondas;;
TRO_TEMP24;81;4.0;0.0;0.0;0.0;0.87;1.14;0.125;0.125;0.0;;4;8;;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP25;104;3.1;0.0;0.0;0.0;12.8;0.0;0.125;0.2;0.0;;2;1;;;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP26;84;7.0;0.0;0.0;0.0;1.13;0.67;0.125;0.138;0.0;;7;13;;Redondas;;TROQUELES PLANOS
TRO_TEMP27;72;20.0;0.0;0.0;0.0;3.1;8.9;0.125;0.125;0.0;;2;1;Especial;;;TROQUELES FLEXIBLES ESPECIALES
TRO_TEMP28;81;0.0;0.0;0.0;0.0;0.87;1.14;0.125;0.125;0.0;;4;8;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP29;81;5.0;0.0;0.0;0.0;1.5;1.0;0.125;0.125;0.0;;5;9;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP30;66;8.0;0.0;0.0;0.0;0.47;0.91;0.125;0.121;0.0;;8;8;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP31;90;1.0;0.0;0.0;0.0;4.96;5.51;0.125;0.125;0.0;;1;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP32;69;0.0;0.0;0.0;0.0;2.36;1.1;0.125;0.132;0.0;;2;7;Rectangular;Rectas;NO;TROQUELES PLANOS
TRO_TEMP33;78;0.0;0.0;0.0;0.0;3.0;1.5;0.125;0.125;0.0;;3;6;Rectangular;Redondas;NO;TROQUELES PLANOS
TRO_TEMP34;98;0.0;0.0;0.0;0.0;3.35;6.0;0.125;0.125;0.0;;1;2;;Variadas;NO;TROQUELES PLANOS
TRO_TEMP35;98;0.0;0.0;0.0;0.0;1.5;6.0;0.125;0.125;0.0;;5;2;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP36;104;0.0;0.0;0.0;0.0;1.25;4.14;0.125;0.197;0.0;;3;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP37;69;0.0;0.0;0.0;0.0;0.79;0.59;0.125;0.129;0.0;;5;12;Rectangular;Redondas;NO;TROQUELES PLANOS
TRO_TEMP38;78;0.0;0.0;0.0;0.0;6.0;1.5;0.125;0.125;0.0;;1;6;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP39;98;0.0;0.0;0.0;0.0;2.0;6.0;0.125;0.125;0.0;;4;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP40;85;0.0;0.0;0.0;0.0;2.0;10.45;0.125;0.125;0.0;;2;1;Rectangular;Rectas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP41;81;0.0;0.0;0.0;0.0;0.87;1.14;0.125;0.125;0.0;;4;8;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP42;78;0.0;0.0;0.0;0.0;1.1;0.51;0.125;0.14;0.0;;3;15;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP43;66;0.0;0.0;0.0;0.0;0.79;0.79;0.125;0.127;0.0;;5;9;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP44;74;0.0;0.0;0.0;0.0;5.63;2.14;0.125;0.177;0.0;;1;4;;Variadas;;TROQUELES PLANOS
TRO_TEMP45;99;0.0;0.0;0.0;0.0;3.35;5.99;0.125;0.197;0.0;;2;2;Rectangular;Variada;;TROQUELES PLANOS
TRO_TEMP47;88;0.0;0.0;0.0;0.0;8.5;11.0;0.0;0.0;0.0;;1;1;Rectangular;Variada;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP48;85;0.0;0.0;0.0;0.0;4.5;2.0;0.125;0.125;0.0;;2;5;Rectangular;Redondas;NO;TROQUELES PLANOS
TEMP49;84;0.0;0.0;0.0;0.0;3.32;3.32;0.125;0.18;0.0;;2;3;;NO;;TROQUELES PLANOS
TRO_TEMP49;104;0.0;0.0;0.0;0.0;1.25;4.14;0.125;0.197;0.0;;3;3;Rectangular;;;TROQUELES PLANOS
TRO_TEMP50;88;0.0;0.0;0.0;0.0;2.6;3.5;0.125;0.166;0.0;;2;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP51;65;0.0;0.0;0.0;0.0;3.23;0.0;0.0;0.0;0.0;;0;0;;;;TROQUELES PLANOS
TRO_TEMP52;81;0.0;0.0;0.0;0.0;8.0;3.23;0.125;0.147;0.0;;1;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP53;82;0.0;0.0;0.0;0.0;3.47;4.92;0.125;0.205;0.0;;2;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP54;74;0.0;0.0;0.0;0.0;4.0;1.18;0.125;0.141;0.0;;2;7;Rectangular;Redondas;SI;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP55;60;0.0;0.0;0.0;0.0;1.75;1.13;0.125;0.125;0.0;;5;6;Rectangular;Rectas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP56;0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;2;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP57;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;1.354;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP58;65;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP59;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;2;2;;Variadas;;TROQUELES PLANOS
TRO_TEMP60;82;0.0;0.0;0.0;0.0;3.1;8.9;0.125;1.534;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP61;0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP62;98;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;2;Rectangular;Rectas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP63;98;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;2;;Rectas;;TROQUELES PLANOS
TRO_TEMP64;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;2;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP65;60;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.155;0.0;;5;12;Ovalada;NO;;TROQUELES PLANOS
TRO_TEMP66;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;1.35;0.0;;1;1;;NO;;TROQUELES PLANOS
TRO_TEMP67;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.285;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP68;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.45;0.0;;3;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP69;65;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP70;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.155;0.0;;2;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP71;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;1.354;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP72;65;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.25;0.0;;1;1;;Variadas;;TROQUELES PLANOS
TRO_TEMP73;840;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;7;4;Rectangular;;;TROQUELES PLANOS
TRO_TEMP74;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.25;0.0;;2;1;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP75;69;0.0;0.0;0.0;0.0;1.81;2.75;0.125;0.125;0.0;;2;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP76;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;5;6;;Variadas;;TROQUELES PLANOS
TRO_TEMP77;81;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;3;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP78;87;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;8;3;Rectangular;Redondas;SI;TROQUELES PLANOS
TRO_TEMP80;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.13;0.0;;4;3;Ovalada;NO;;TROQUELES PLANOS
TRO_TEMP79;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.175;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP81;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;4;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP82;75;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP83;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;4;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP84;95;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.208;0.0;;1;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP85;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.162;0.0;;4;6;Ovalada;NO;;TROQUELES PLANOS
TRO_TEMP86;84;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.13;0.0;;2;5;Cuadrada;Redondas;;TROQUELES PLANOS
TRO_TEMP87;90;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.23;0.0;;3;1;Rectangular;Rectas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP88;90;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.23;0.0;;3;1;Rectangular;Rectas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
LR-229;88;11.0;0.0;0.0;0.0;2.63;5.31;0.125;0.185;0.0;;2;2;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP89;70;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;6;2;Rectangular;;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP90;88;0.0;0.0;0.0;0.0;0.0;0.0;0.166;0.15;0.0;;1;3;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP91;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.133;0.0;;1;3;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP92;88;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.166;0.0;;8;3;Rectangular;;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP93;88;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.166;0.0;;1;3;Rectangular;;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP94;97;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.153;0.0;;1;2;Rectangular;;;TROQUELES PLANOS
TRO_TEMP95;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.175;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_TEMP96;99;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;12;11;Rectangular;;;TROQUELES PLANOS
TRO_TEMP97;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_TEMP98;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;4;Rectangular;;;TROQUELES PLANOS
TPL-774;74;9.25;234.9;0.0;0.0;3.1;89.0;0.125;0.35;0.0;;1;1;Rectangular;;;TROQUELES PLANOS
TRO_TEMP99;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.213;0.0;;1;3;;;;TROQUELES PLANOS
TRO_TEMP101;88;0.0;0.0;0.0;0.0;1.0;3.5;0.166;0.166;0.0;;8;3;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_TEMP101A;0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.166;0.0;;8;3;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F102;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.177;0.0;;1;4;;NO;;TROQUELES PLANOS
TRO_F103;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F104;70;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;6;2;Rectangular;;;TROQUELES PLANOS
TRO_F105;105;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;6;3;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F106;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.325;0.0;;3;2;Rectangular;Rectas;;TROQUELES PLANOS
TRO_F107;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.166;0.0;;1;3;Ovalada;NO;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F108;74;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.141;0.0;;2;7;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F109;85;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;5;Rectangular;Redondas;;TROQUELES PLANOS
TPL-827;114;0.0;0.0;0.0;0.0;3.875;7.0;0.125;0.125;0.0;;1;2;Rectangular;Redondas;NO;TROQUELES PLANOS
TPL-829;84;0.0;0.0;0.0;0.0;3.35;7.28;0.125;0.15;0.0;;1;3;Especial;NO;NO;TROQUELES PLANOS
TRO_F112;66;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;2;Rectangular;Redondas;;TROQUELES PLANOS
TPL-752;90;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.111;0.0;;2;4;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F113;75;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;4;3;Rectangular;Rectas;;TROQUELES PLANOS
TRO_F114;75;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.131;0.0;;7;18;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F115;65;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.346;0.0;;1;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F116;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.13;0.0;;3;5;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-739;69;0.0;0.0;0.0;0.0;3.35;4.133;0.125;0.183;0.0;;2;2;Rectangular;Redondas;NO;TROQUELES PLANOS
TRO_F117;80;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.13;0.0;;2;4;;Redondas;;TROQUELES PLANOS
TRO_F118;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;8;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F119;81;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;Rectangular;Rectas;SI;TROQUELES PLANOS
TRO_F120;99;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.197;0.0;;2;2;Rectangular;Rectas;;TROQUELES PLANOS
TPL-766;104;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.197;0.0;;3;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F121;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.15;0.0;;3;5;Ovalada;Semi Redonda;;TROQUELES PLANOS
TRO_F122;90;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F123;69;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.145;0.0;;3;5;Rectangular;Redondas;;TROQUELES PLANOS
LR-232;99;0.0;0.0;0.0;0.0;3.54;3.97;0.125;0.188;0.0;;1;3;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F124;75;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;3;Ovalada;NO;;TROQUELES PLANOS
TRO_F125;96;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F126;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.133;0.0;;2;6;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F127;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;6;Rectangular;;;TROQUELES PLANOS
TRO_F128;75;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;3;Ovalada;NO;;TROQUELES PLANOS
TRO_F129;88;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.57;0.0;;1;1;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F130;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;5;8;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F131;66;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;4;6;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F132;99;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;4;3;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F133;66;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;2;Rectangular;Rectas;;TROQUELES PLANOS
TPL-846;108;13.5;0.0;0.0;0.0;2.4;6.5;0.125;0.25;0.0;;2;2;;Variadas;NO;TROQUELES PLANOS
TRO_F138;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.13;0.0;;5;5;Ovalada;NO;;TROQUELES FLEXIBLES ESPECIALES
LE-37;90;0.0;0.0;0.0;0.0;0.9;1.75;0.125;0.125;0.0;;9;6;;;NO;TROQUELES FLEXIBLES ESPECIALES
LE-36;78;9.75;247.6;44.95;37.34;1.77;1.47;0.125;0.155;0.0;;5;6;Ovalado;Especiales;NO;TROQUELES FLEXIBLES ESPECIALES
TRO_F141;93;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;3;Rectangular;;;TROQUELES PLANOS
TRO_F142;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.12;0.0;;4;12;Ovalada;NO;;TROQUELES PLANOS
TRO_F144;90;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.23;0.0;;3;1;Rectangular;Rectas;;TROQUELES PLANOS
TRO_F145;82;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.165;0.0;;3;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F146;104;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.4;0.0;;2;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F147;76;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.113;0.0;;5;6;Ovalado;NO;;TROQUELES FLEXIBLES ESPECIALES
LR-242;84;0.0;0.0;0.0;0.0;1.732;2.5;0.125;0.125;0.0;;5;4;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F149;114;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;2;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F150;69;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;Rectangular;Redondas;;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TRO_F151;72;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;;1;1;Rectangular;Rectas;;TROQUELES PLANOS
TRO_F152;69;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.145;0.0;;5;5;Rectangular;Redondas;;TROQUELES PLANOS
TPL-860;66;0.0;0.0;0.0;0.0;4.19;4.0;0.125;0.125;0.0;;1;2;Especial;Especiales;NO;TROQUELES PLANOS
TRO_F154;69;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.145;0.0;;5;5;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F155;65;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;1;1;Rectangular;Redondas;;TROQUELES PLANOS
TRO_F156;97;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.145;0.0;;7;5;;Variadas;;TROQUELES FLEXIBLES ESPECIALES
TPL-865;88;0.0;0.0;0.0;0.0;2.75;5.34;0.125;0.16;0.0;;3;2;Rectangular;Redondas;NO;TROQUELES PLANOS
TPL-863;80;0.0;0.0;0.0;0.0;3.94;2.36;0.125;0.14;0.0;;1;4;Rectangular;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-864;75;0.0;0.0;0.0;0.0;0.91;1.97;0.125;0.132;0.0;;4;9;;Variadas;NO;TROQUELES FLEXIBLES ESPECIALES
TPL-771;88;11.0;279.4;114.3;50.8;4.5;2.0;0.125;0.2;0.0;;1;5;Rectangular;Redondas;NO;TROQUELES PLANOS
TRO_F161;78;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.155;0.0;;5;6;Ovalada;NO;;TROQUELES FLEXIBLES OVALADOS
TRO_F162;102;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;;3;6;Rectangular;Redondas;SI;TROQUELES PLANOS
TPL-862;69;0.0;0.0;0.0;0.0;1.97;275.0;0.125;0.125;0.0;;3;3;;;NO;TROQUELES PLANOS
